timestamp,particle_position,user_goal,velocity,collision,success
0.0010578632354736328,"[50.4998683847299, 50.809494107638116]","[52.49934523246966, 54.04747094823711]","[49.986838472990144, 80.94941076381144]",False,True
0.05204010009765625,"[51.392301308493494, 52.258231536683475]","[54.96203646528252, 58.05318165834834]","[89.24329237635905, 144.87374290453576]",False,True
0.10272002220153809,"[52.60040374104361, 54.219724501755664]","[57.43281722055491, 62.06569675504578]","[120.81024325501153, 196.14929650721908]",False,True
0.15369200706481934,"[54.05531911587464, 56.592458898832696]","[59.87498478472967, 66.08339685332383]","[145.49153748310323, 237.27343970770346]",False,True
0.20368385314941406,"[55.70982685859972, 59.295040397918626]","[62.32786255541522, 70.10536670969219]","[165.45077427250823, 270.25814990859317]",False,True
0.25394606590270996,"[57.514325660819765, 62.26212636472584]","[64.73232629894446, 74.13047046010166]","[180.44988022200474, 296.70859668072103]",False,True
0.3049459457397461,"[59.441672437174184, 65.44135990888539]","[67.15106582942624, 78.15829417330906]","[192.73467763544159, 317.9233544159557]",False,True
0.3560218811035156,"[61.4544911909953, 68.79066204310843]","[69.50577351643066, 82.1878704541802]","[201.28187538211128, 334.93021342230367]",False,True
0.4072439670562744,"[63.53941598407039, 72.2763637562577]","[71.87912365251285, 86.21917017251658]","[208.4924793075086, 348.5701713149268]",False,True
0.4591798782348633,"[65.6670945802867, 75.87134325392003]","[74.17781880739777, 90.25126037462351]","[212.76785962163106, 359.49794976623343]",False,True
0.5100598335266113,"[67.83372366149241, 79.55396159910276]","[76.50025132998844, 94.28443355253819]","[216.66290812057073, 368.2618345182736]",False,True
0.5620319843292236,"[70.01553458271873, 83.30670854642428]","[78.74279125523026, 98.31769422283116]","[218.18109212263164, 375.2746947321513]",False,True
0.6129770278930664,"[72.21537812453704, 87.11569274333334]","[81.01476695993131, 102.35162657211885]","[219.98435418183092, 380.89841969090674]",False,True
0.663964033126831,"[74.41368269164764, 90.96957553581183]","[83.20691727784612, 106.38510275955355]","[219.83045671106, 385.38827924784897]",False,True
0.7157349586486816,"[76.61786176950498, 94.85945878325641]","[85.43459591209836, 110.41898681240272]","[220.41790778573494, 388.988324744459]",False,True
0.7670450210571289,"[78.8117421632977, 98.77796257247739]","[87.58728285642526, 114.45197172763798]","[219.38803937927142, 391.85037892209823]",False,True
